#,bye,graph,high,low,name,overall,pick,pos,ppr,std.dev,team,team_count,timesdrafted,adp,key
90,7,,5.11,10.05,Vance McDonald,87.0,11.07,TE,False,12.3,PIT,8,73,90,vance_mcdonald_TE
91,9,,2.01,9.09,Rams,88.2,11.08,DST,False,12.4,LAR,8,68,91,rams_DST
92,11,,6.04,10.04,D.K. Metcalf,89.8,12.02,WR,False,8.6,SEA,8,79,92,dk_metcalf_WR
93,11,,6.04,10.01,Sterling Shepard,90.0,12.02,WR,False,7.9,NYG,8,44,93,sterling_shepard_WR
94,9,,3.08,10.07,Jared Goff,91.1,12.03,QB,False,13.2,LAR,8,35,94,jared_goff_QB
95,12,,6.08,10.12,Miles Sanders,91.2,12.03,RB,False,11.3,FA,8,94,95,miles_sanders_RB
96,7,,6.01,10.09,Cam Newton,91.2,12.03,QB,False,10.9,CAR,8,68,96,cam_newton_QB
97,10,,6.12,10.10,Royce Freeman,91.6,12.04,RB,False,10.0,DEN,8,46,97,royce_freeman_RB
98,10,,3.05,10.01,Jaguars,93.8,12.06,DST,False,9.2,JAX,8,126,98,jaguars_DST
99,11,,7.01,10.12,Corey Davis,93.9,12.06,WR,False,13.0,TEN,8,55,99,corey_davis_WR
100,7,,5.10,10.11,David Njoku,94.2,12.06,TE,False,14.0,CLE,8,75,100,david_njoku_TE
101,5,,7.06,10.08,Marvin Jones,94.8,12.07,WR,False,9.3,DET,8,44,101,marvin_jones_WR
102,12,,5.12,10.10,Kyler Murray,95.0,12.07,QB,False,12.8,FA,8,70,102,kyler_murray_QB
103,7,,4.10,10.07,Jaylen Samuels,95.0,12.07,RB,False,28.1,PIT,8,5,103,jaylen_samuels_RB
104,11,,4.09,10.12,Golden Tate,96.2,12.08,WR,False,26.1,NYG,8,17,104,golden_tate_WR
105,12,,2.03,10.01,Chargers,96.7,13.01,DST,False,15.4,LAC,8,67,105,chargers_DST
106,6,,5.06,10.07,Trey Burton,97.1,13.01,TE,False,17.8,CHI,8,10,106,trey_burton_TE
107,10,,5.09,10.12,N'Keal Harry,97.1,13.01,WR,False,12.5,NE,8,49,107,nkeal_harry_WR
108,10,,6.12,10.12,Tom Brady,97.2,13.01,QB,False,13.4,NE,8,51,108,tom_brady_QB
109,8,,8.02,10.05,Dak Prescott,97.2,13.01,QB,False,11.4,DAL,8,5,109,dak_prescott_QB
110,6,,7.01,10.12,LeSean McCoy,97.2,13.01,RB,False,9.7,BUF,8,64,110,lesean_mccoy_RB
111,12,,7.07,10.12,Carlos Hyde,98.5,13.03,RB,False,11.5,KC,8,24,111,carlos_hyde_RB
112,5,,6.02,10.11,T.J. Hockenson,99.0,13.03,TE,False,17.2,DET,8,17,112,tj_hockenson_TE
113,11,,6.03,10.11,Delanie Walker,99.3,13.03,TE,False,20.6,TEN,8,6,113,delanie_walker_TE
114,4,,6.10,10.11,Jerick McKinnon,99.4,13.03,RB,False,12.1,SF,8,32,114,jerick_mckinnon_RB
115,9,,5.05,10.02,Greg Zuerlein,99.5,13.03,K,False,7.0,LAR,8,193,115,greg_zuerlein_K
116,12,,7.07,10.03,Kirk Cousins,101.0,13.05,QB,False,13.1,MIN,8,5,116,kirk_cousins_QB
117,10,,7.08,10.05,Emmanuel Sanders,101.2,13.05,WR,False,8.7,DEN,8,32,117,emmanuel_sanders_WR
118,8,,3.12,10.07,Ravens,101.6,13.06,DST,False,13.7,BAL,8,41,118,ravens_DST
119,7,,5.03,10.12,Ben Roethlisberger,101.6,13.06,QB,False,12.8,PIT,8,57,119,ben_roethlisberger_QB
120,12,,6.05,10.12,Larry Fitzgerald,103.2,13.07,WR,False,10.4,ARI,8,46,120,larry_fitzgerald_WR
121,8,,7.08,10.07,Justin Tucker,103.5,13.08,K,False,7.5,BAL,8,80,121,justin_tucker_K
122,7,,6.09,10.12,Jameis Winston,103.6,13.08,QB,False,10.7,TB,8,35,122,jameis_winston_QB
123,10,,7.12,10.12,Adrian Peterson,103.9,13.08,RB,False,10.3,WAS,8,26,123,adrian_peterson_RB
124,6,,7.10,10.10,Devin Funchess,104.0,13.08,WR,False,11.6,IND,8,8,124,devin_funchess_WR
125,12,,7.03,10.12,Mecole Hardman,104.3,13.08,WR,False,10.3,KC,8,84,125,mecole_hardman_WR
126,7,,7.11,10.12,Greg Olsen,105.1,14.01,TE,False,12.7,CAR,8,8,126,greg_olsen_TE
127,11,,6.12,10.11,Geronimo Allison,105.1,14.01,WR,False,10.3,GB,8,44,127,geronimo_allison_WR
128,7,,7.07,11.03,Peyton Barber,105.2,14.01,RB,False,11.1,TB,8,18,128,peyton_barber_RB
129,10,,7.10,10.12,Courtland Sutton,106.8,14.03,WR,False,9.7,DEN,8,32,129,courtland_sutton_WR
130,10,,8.05,10.11,Dede Westbrook,106.8,14.03,WR,False,10.2,JAX,8,10,130,dede_westbrook_WR
131,10,,7.12,10.11,DeSean Jackson,106.8,14.03,WR,False,10.8,PHI,8,13,131,desean_jackson_WR
132,10,,6.01,10.12,Texans,107.0,14.03,DST,False,15.2,HOU,8,24,132,texans_DST
133,6,,7.01,10.12,Parris Campbell,107.0,14.03,WR,False,17.5,IND,8,6,133,parris_campbell_WR
134,6,,6.04,10.12,Josh Allen,107.4,14.03,QB,False,14.6,BUF,8,19,134,josh_allen_QB
135,7,,4.09,10.10,Browns,107.5,14.03,DST,False,14.6,CLE,8,45,135,browns_DST
136,7,,8.01,10.12,Ronald Jones II,107.5,14.03,RB,False,9.8,TB,8,34,136,ronald_jones_ii_RB
137,10,,7.05,10.12,Broncos,107.5,14.04,DST,False,17.3,DEN,8,8,137,broncos_DST
138,12,,5.04,10.12,Vikings,108.9,14.05,DST,False,9.6,MIN,8,46,138,vikings_DST
139,10,,7.11,10.11,Patriots,109.1,14.05,DST,False,14.8,NE,8,7,139,patriots_DST
140,4,,8.09,10.12,Jimmy Garoppolo,109.2,14.05,QB,False,13.5,SF,8,5,140,jimmy_garoppolo_QB
141,12,,9.04,10.10,Austin Ekeler,109.4,14.05,RB,False,6.4,LAC,8,8,141,austin_ekeler_RB
142,8,,6.08,10.12,Cowboys,109.5,14.05,DST,False,10.3,DAL,8,24,142,cowboys_DST
143,12,,8.12,10.10,Harrison Butker,110.8,14.07,K,False,4.2,KC,8,51,143,harrison_butker_K
144,10,,7.12,10.12,Eagles,110.9,14.07,DST,False,12.1,PHI,8,7,144,eagles_DST
145,10,,9.05,10.10,Kaimi Fairbairn,111.5,14.07,K,False,5.0,HOU,8,35,145,kaimi_fairbairn_K
146,10,,2.06,10.12,Stephen Gostkowski,112.8,15.01,K,False,14.7,NE,8,46,146,stephen_gostkowski_K
147,6,,9.10,10.11,Bills,113.4,15.01,DST,False,4.9,BUF,8,7,147,bills_DST
148,10,,9.04,10.12,Donta Foreman,113.7,15.02,RB,False,5.5,HOU,8,40,148,donta_foreman_RB
149,9,,9.09,10.11,Wil Lutz,114.1,15.02,K,False,2.9,NO,8,45,149,wil_lutz_K
150,12,,9.08,11.02,Noah Fant,115.8,15.04,TE,False,4.4,FA,8,28,150,noah_fant_TE
151,10,,9.03,10.12,Jake Elliott,117.7,15.06,K,False,4.8,PHI,8,21,151,jake_elliott_K
152,4,,10.08,10.12,Robbie Gould,118.3,15.06,K,False,1.6,SF,8,6,152,robbie_gould_K
153,12,,10.08,10.12,Michael Badgley,118.7,15.07,K,False,1.5,LAC,8,6,153,michael_badgley_K
154,9,,10.07,10.12,Giorgio Tavecchio,118.8,15.07,K,False,2.2,ATL,8,5,154,giorgio_tavecchio_K
155,6,,10.08,10.12,Adam Vinatieri,118.9,15.07,K,False,1.5,IND,8,11,155,adam_vinatieri_K
1,11,,1.01,1.06,Saquon Barkley,2.4,1.02,RB,True,1.4,NYG,10,363,1,saquon_barkley_RB
2,7,,1.01,1.06,Christian McCaffrey,2.6,1.03,RB,True,1.1,CAR,10,172,2,christian_mccaffrey_RB
3,8,,1.01,1.06,Ezekiel Elliott,3.2,1.03,RB,True,1.2,DAL,10,317,3,ezekiel_elliott_RB
4,9,,1.01,1.06,Alvin Kamara,3.3,1.03,RB,True,1.2,NO,10,260,4,alvin_kamara_RB
5,12,,1.01,2.01,David Johnson,6.0,1.06,RB,True,1.8,ARI,10,290,5,david_johnson_RB
6,12,,1.01,1.11,Melvin Gordon,6.2,1.06,RB,True,1.3,LAC,10,271,6,melvin_gordon_RB
7,10,,1.01,1.11,DeAndre Hopkins,6.5,1.07,WR,True,1.6,HOU,10,309,7,deandre_hopkins_WR
8,11,,1.02,2.04,Davante Adams,8.0,1.08,WR,True,1.6,GB,10,379,8,davante_adams_WR
9,4,,1.01,2.03,LeVeon Bell,8.9,1.09,RB,True,2.3,NYJ,10,267,9,leveon_bell_RB
10,9,,1.01,2.03,Michael Thomas,9.8,1.10,WR,True,1.8,NO,10,365,10,michael_thomas_WR
11,9,,1.06,2.04,Julio Jones,11.1,2.01,WR,True,1.8,ATL,10,354,11,julio_jones_WR
12,9,,1.05,2.06,Joe Mixon,12.0,2.02,RB,True,2.1,CIN,10,236,12,joe_mixon_RB
13,7,,1.04,2.07,Odell Beckham Jr,12.7,2.03,WR,True,2.4,CLE,10,307,13,odell_beckham_jr_WR
14,7,,1.04,2.10,James Conner,13.1,2.03,RB,True,2.9,PIT,10,338,14,james_conner_RB
15,7,,1.09,2.09,JuJu Smith-Schuster,14.5,2.04,WR,True,2.2,PIT,10,398,15,juju_smithschuster_WR
16,12,,1.06,2.11,Travis Kelce,15.6,2.06,TE,True,2.5,KC,10,283,16,travis_kelce_TE
17,9,,1.02,3.01,Todd Gurley,15.9,2.06,RB,True,3.0,LAR,10,308,17,todd_gurley_RB
18,12,,1.09,3.02,Dalvin Cook,17.5,2.07,RB,True,3.0,MIN,10,265,18,dalvin_cook_RB
19,6,,1.10,3.01,Antonio Brown,18.0,2.08,WR,True,2.5,OAK,10,345,19,antonio_brown_WR
20,7,,1.11,3.04,Mike Evans,19.2,2.09,WR,True,2.7,TB,10,360,20,mike_evans_WR
21,12,,1.07,3.07,Damien Williams,20.2,2.10,RB,True,4.2,KC,10,273,21,damien_williams_RB
22,7,,1.05,3.06,Nick Chubb,21.8,3.02,RB,True,4.1,CLE,10,263,22,nick_chubb_RB
23,12,,1.05,3.06,Adam Thielen,22.8,3.03,WR,True,2.9,MIN,10,270,23,adam_thielen_WR
24,12,,2.05,3.08,Keenan Allen,24.1,3.04,WR,True,2.5,LAC,10,279,24,keenan_allen_WR
25,10,,1.10,3.12,Leonard Fournette,25.5,3.06,RB,True,3.8,JAX,10,270,25,leonard_fournette_RB
26,6,,2.04,3.12,T.Y. Hilton,25.6,3.06,WR,True,3.0,IND,10,242,26,ty_hilton_WR
27,10,,2.04,3.12,Zach Ertz,26.2,3.06,TE,True,3.7,PHI,10,287,27,zach_ertz_TE
28,8,,2.02,3.11,Amari Cooper,27.2,3.07,WR,True,3.2,DAL,10,292,28,amari_cooper_WR
29,12,,1.02,4.03,Pat Mahomes,27.4,3.07,QB,True,6.6,KC,10,210,29,pat_mahomes_QB
30,11,,2.03,4.02,Aaron Jones,27.7,3.08,RB,True,3.1,GB,10,355,30,aaron_jones_RB
31,9,,2.06,4.03,A.J. Green,30.0,3.10,WR,True,3.6,CIN,10,316,31,aj_green_WR
32,6,,1.11,4.08,Marlon Mack,30.7,4.01,RB,True,3.9,IND,10,325,32,marlon_mack_RB
33,9,,1.10,4.09,Devonta Freeman,31.4,4.01,RB,True,4.8,ATL,10,335,33,devonta_freeman_RB
34,4,,2.09,4.07,George Kittle,32.1,4.02,TE,True,4.2,SF,10,316,34,george_kittle_TE
35,6,,1.12,4.07,Josh Jacobs,33.0,4.03,RB,True,4.3,OAK,10,248,35,josh_jacobs_RB
36,11,,1.11,4.12,Derrick Henry,35.4,4.05,RB,True,6.6,TEN,10,321,36,derrick_henry_RB
37,12,,3.01,4.08,Stefon Diggs,35.6,4.06,WR,True,3.3,MIN,10,336,37,stefon_diggs_WR
38,5,,2.09,4.11,Kerryon Johnson,35.8,4.06,RB,True,4.0,DET,10,366,38,kerryon_johnson_RB
39,10,,2.10,4.10,Julian Edelman,36.4,4.06,WR,True,3.6,NE,10,348,39,julian_edelman_WR
40,12,,1.01,5.02,Tyreek Hill,36.9,4.07,WR,True,4.8,KC,10,329,40,tyreek_hill_WR
41,6,,2.09,5.02,David Montgomery,38.4,4.08,RB,True,6.2,CHI,10,254,41,david_montgomery_RB
42,9,,3.02,5.04,Brandin Cooks,40.4,4.10,WR,True,4.1,LAR,10,290,42,brandin_cooks_WR
43,10,,3.03,5.07,Phillip Lindsay,44.2,5.04,RB,True,4.2,DEN,10,322,43,phillip_lindsay_RB
44,9,,3.04,5.06,Robert Woods,44.2,5.04,WR,True,3.7,LAR,10,264,44,robert_woods_WR
45,5,,3.02,5.08,Kenny Golladay,44.8,5.05,WR,True,4.0,DET,10,325,45,kenny_golladay_WR
46,8,,2.11,6.03,Mark Ingram,45.5,5.05,RB,True,4.4,BAL,10,336,46,mark_ingram_RB
47,6,,1.11,5.10,Andrew Luck,46.3,5.06,QB,True,5.4,IND,10,204,47,andrew_luck_QB
48,9,,3.10,6.03,Cooper Kupp,48.2,5.08,WR,True,4.7,LAR,10,225,48,cooper_kupp_WR
49,9,,3.08,6.07,Calvin Ridley,48.3,5.08,WR,True,4.8,ATL,10,195,49,calvin_ridley_WR
50,5,,3.09,6.11,Kenyan Drake,49.2,5.09,RB,True,4.3,MIA,10,265,50,kenyan_drake_RB
51,10,,3.10,6.08,Sony Michel,50.9,6.01,RB,True,5.5,NE,10,321,51,sony_michel_RB
52,11,,2.07,6.06,Tyler Lockett,51.3,6.01,WR,True,5.5,SEA,10,264,52,tyler_lockett_WR
53,11,,3.05,6.08,Aaron Rodgers,52.3,6.02,QB,True,4.8,GB,10,242,53,aaron_rodgers_QB
54,7,,4.04,6.09,Chris Godwin,52.8,6.03,WR,True,5.0,TB,10,236,54,chris_godwin_WR
55,7,,3.09,6.05,O.J. Howard,53.3,6.03,TE,True,6.1,TB,10,199,55,oj_howard_TE
56,10,,4.05,6.11,Deshaun Watson,54.5,6.04,QB,True,5.7,HOU,10,315,56,deshaun_watson_QB
57,7,,3.12,6.11,Jarvis Landry,54.7,6.05,WR,True,5.3,CLE,10,268,57,jarvis_landry_WR
58,11,,3.11,6.10,Chris Carson,55.4,6.05,RB,True,5.9,SEA,10,346,58,chris_carson_RB
59,10,,4.05,7.07,James White,57.4,6.07,RB,True,6.2,NE,10,299,59,james_white_RB
60,12,,4.06,7.02,Mike Williams,58.3,6.08,WR,True,5.4,LAC,10,290,60,mike_williams_WR
61,12,,3.07,7.01,Hunter Henry,59.2,6.09,TE,True,6.1,LAC,10,179,61,hunter_henry_TE
62,7,,3.12,7.06,Baker Mayfield,60.7,7.01,QB,True,7.2,CLE,10,168,62,baker_mayfield_QB
63,11,,4.04,7.05,Evan Engram,62.9,7.03,TE,True,5.9,NYG,10,179,63,evan_engram_TE
64,6,,4.11,7.10,Tarik Cohen,63.1,7.03,RB,True,6.6,CHI,10,341,64,tarik_cohen_RB
65,7,,4.10,8.02,D.J. Moore,64.2,7.04,WR,True,6.5,CAR,10,267,65,dj_moore_WR
66,12,,4.08,7.12,Sammy Watkins,65.0,7.05,WR,True,6.8,KC,10,229,66,sammy_watkins_WR
67,4,,5.01,7.12,Tevin Coleman,66.3,7.06,RB,True,7.3,SF,10,252,67,tevin_coleman_RB
68,9,,4.11,8.02,Tyler Boyd,67.3,7.07,WR,True,6.1,CIN,10,289,68,tyler_boyd_WR
69,9,,4.09,8.06,Matt Ryan,67.5,7.07,QB,True,6.5,ATL,10,203,69,matt_ryan_QB
70,6,,4.04,9.01,Eric Ebron,67.7,7.08,TE,True,8.3,IND,10,177,70,eric_ebron_TE
71,12,,4.05,7.11,Darrell Henderson,70.4,7.10,RB,True,8.1,FA,10,225,71,darrell_henderson_RB
72,10,,5.02,7.11,Derrius Guice,70.5,7.10,RB,True,6.9,WAS,10,302,72,derrius_guice_RB
73,10,,4.04,8.03,Alshon Jeffery,71.7,8.02,WR,True,6.8,PHI,10,295,73,alshon_jeffery_WR
74,9,,5.06,8.06,Drew Brees,72.7,8.03,QB,True,7.8,NO,10,137,74,drew_brees_QB
75,10,,4.09,8.04,Lamar Miller,73.1,8.03,RB,True,6.4,HOU,10,284,75,lamar_miller_RB
76,9,,5.04,10.01,Jared Cook,73.3,8.03,TE,True,9.5,NO,10,201,76,jared_cook_TE
77,4,,5.06,8.09,Robby Anderson,73.9,8.04,WR,True,7.2,NYJ,10,331,77,robby_anderson_WR
78,4,,5.08,8.07,Dante Pettis,75.9,8.06,WR,True,7.1,SF,10,328,78,dante_pettis_WR
79,11,,4.09,8.07,Rashaad Penny,76.2,8.06,RB,True,7.1,SEA,10,270,79,rashaad_penny_RB
80,12,,5.11,8.12,Christian Kirk,79.6,8.10,WR,True,7.0,ARI,10,244,80,christian_kirk_WR
81,10,,5.11,9.02,Carson Wentz,79.8,8.10,QB,True,8.6,PHI,10,193,81,carson_wentz_QB
82,9,,5.07,9.05,Latavius Murray,80.3,8.10,RB,True,7.2,NO,10,166,82,latavius_murray_RB
83,7,,4.03,9.03,Kareem Hunt,81.1,9.01,RB,True,8.3,CLE,10,229,83,kareem_hunt_RB
84,6,,5.02,8.11,Allen Robinson,82.0,9.02,WR,True,7.1,CHI,10,270,84,allen_robinson_WR
85,7,,5.03,9.12,Vance McDonald,82.2,9.02,TE,True,12.2,PIT,10,195,85,vance_mcdonald_TE
86,12,,5.06,8.12,Miles Sanders,82.3,9.02,RB,True,7.2,FA,10,114,86,miles_sanders_RB
87,10,,5.07,8.12,Will Fuller,83.9,9.04,WR,True,7.7,HOU,10,244,87,will_fuller_WR
88,11,,5.08,9.04,Russell Wilson,85.4,9.05,QB,True,8.7,SEA,10,177,88,russell_wilson_QB
89,11,,4.09,9.04,Sterling Shepard,86.5,9.06,WR,True,8.3,NYG,10,256,89,sterling_shepard_WR
90,6,,6.01,9.04,Bears,86.9,9.07,DST,True,5.5,CHI,10,281,90,bears_DST
91,12,,5.06,9.06,Kyler Murray,88.1,9.08,QB,True,8.7,FA,10,133,91,kyler_murray_QB
92,7,,5.08,10.02,Ronald Jones II,88.6,9.09,RB,True,7.8,TB,10,192,92,ronald_jones_ii_RB
93,10,,6.04,10.03,Jordan Howard,90.5,10.01,RB,True,8.7,PHI,10,211,93,jordan_howard_RB
94,10,,5.12,9.12,N'Keal Harry,91.6,10.02,WR,True,8.9,NE,10,168,94,nkeal_harry_WR
95,7,,5.12,10.10,David Njoku,93.1,10.03,TE,True,11.0,CLE,10,316,95,david_njoku_TE
96,12,,6.01,9.11,Larry Fitzgerald,93.4,10.03,WR,True,6.1,ARI,10,140,96,larry_fitzgerald_WR
97,11,,5.08,10.01,Geronimo Allison,94.5,10.05,WR,True,7.6,GB,10,161,97,geronimo_allison_WR
98,10,,7.03,10.03,Royce Freeman,94.7,10.05,RB,True,6.6,DEN,10,181,98,royce_freeman_RB
99,5,,6.12,9.12,Marvin Jones,95.0,10.05,WR,True,6.6,DET,10,129,99,marvin_jones_WR
100,7,,6.01,9.10,Cam Newton,95.3,10.05,QB,True,7.5,CAR,10,206,100,cam_newton_QB
101,11,,5.12,10.01,D.K. Metcalf,96.0,10.06,WR,True,8.7,SEA,10,101,101,dk_metcalf_WR
102,6,,6.11,10.07,LeSean McCoy,97.7,10.08,RB,True,7.2,BUF,10,158,102,lesean_mccoy_RB
103,9,,7.07,10.05,Rams,98.5,10.08,DST,True,5.8,LAR,10,111,103,rams_DST
104,9,,6.03,10.09,Jared Goff,99.4,10.09,QB,True,8.9,LAR,10,199,104,jared_goff_QB
105,11,,7.09,10.05,Corey Davis,100.9,11.01,WR,True,6.3,TEN,10,127,105,corey_davis_WR
106,11,,7.04,10.05,Golden Tate,102.9,11.03,WR,True,6.9,NYG,10,124,106,golden_tate_WR
107,11,,6.04,10.12,Marquez Valdes-Scantling,103.2,11.03,WR,True,11.3,GB,10,153,107,marquez_valdesscantling_WR
108,10,,6.11,11.06,Donta Foreman,104.2,11.04,RB,True,8.5,HOU,10,280,108,donta_foreman_RB
109,10,,8.03,11.04,Jaguars,105.0,11.05,DST,True,6.7,JAX,10,171,109,jaguars_DST
110,10,,7.09,10.12,Dede Westbrook,105.5,11.05,WR,True,6.6,JAX,10,152,110,dede_westbrook_WR
111,12,,4.05,10.12,Mecole Hardman,106.0,11.06,WR,True,13.1,KC,10,152,111,mecole_hardman_WR
112,7,,7.01,11.03,Jameis Winston,106.2,11.06,QB,True,8.9,TB,10,129,112,jameis_winston_QB
113,12,,8.01,11.05,Austin Ekeler,107.8,11.08,RB,True,7.8,LAC,10,213,113,austin_ekeler_RB
114,10,,8.02,11.03,Courtland Sutton,108.9,11.09,WR,True,7.3,DEN,10,162,114,courtland_sutton_WR
115,7,,7.11,12.03,Jaylen Samuels,109.8,11.10,RB,True,9.0,PIT,10,202,115,jaylen_samuels_RB
116,12,,7.04,11.09,Philip Rivers,110.2,11.10,QB,True,8.3,LAC,10,171,116,philip_rivers_QB
117,10,,8.07,11.05,Keke Coutee,110.4,11.10,WR,True,7.4,HOU,10,113,117,keke_coutee_WR
118,4,,8.03,13.02,Jerick McKinnon,110.7,12.01,RB,True,9.5,SF,10,190,118,jerick_mckinnon_RB
119,12,,7.09,11.11,Chargers,111.0,12.01,DST,True,6.0,LAC,10,123,119,chargers_DST
120,12,,7.09,14.01,Carlos Hyde,114.0,12.04,RB,True,10.6,KC,10,158,120,carlos_hyde_RB
121,10,,6.11,13.03,Tom Brady,115.8,12.06,QB,True,14.9,NE,10,167,121,tom_brady_QB
122,7,,8.01,12.12,Ben Roethlisberger,116.9,12.07,QB,True,9.3,PIT,10,139,122,ben_roethlisberger_QB
123,8,,9.08,12.05,Ravens,118.7,12.09,DST,True,6.5,BAL,10,125,123,ravens_DST
124,12,,8.04,13.01,Damien Harris,120.6,13.01,RB,True,12.4,FA,10,167,124,damien_harris_RB
125,11,,2.06,14.02,Delanie Walker,121.5,13.02,TE,True,21.5,TEN,10,95,125,delanie_walker_TE
126,7,,8.04,13.03,Curtis Samuel,121.5,13.02,WR,True,10.1,CAR,10,115,126,curtis_samuel_WR
127,7,,7.11,12.06,Browns,122.1,13.02,DST,True,9.7,CLE,10,138,127,browns_DST
128,9,,6.10,13.06,Austin Hooper,123.7,13.04,TE,True,16.5,ATL,10,297,128,austin_hooper_TE
129,9,,3.01,12.03,Greg Zuerlein,123.8,13.04,K,True,9.9,LAR,10,410,129,greg_zuerlein_K
130,9,,8.09,13.05,Ito Smith,124.9,13.05,RB,True,12.7,ATL,10,100,130,ito_smith_RB
131,6,,5.05,13.05,Trey Burton,124.9,13.05,TE,True,21.8,CHI,10,32,131,trey_burton_TE
132,10,,9.04,13.08,DeSean Jackson,125.0,13.05,WR,True,11.0,PHI,10,184,132,desean_jackson_WR
133,5,,7.03,13.06,T.J. Hockenson,125.5,13.06,TE,True,15.7,DET,10,185,133,tj_hockenson_TE
134,12,,7.04,14.03,Alexander Mattison,125.9,13.06,RB,True,18.7,MIN,10,131,134,alexander_mattison_RB
135,12,,8.12,13.06,Deebo Samuel,126.4,13.06,WR,True,15.9,FA,10,25,135,deebo_samuel_WR
136,8,,8.09,12.05,Justin Tucker,126.6,13.07,K,True,7.9,BAL,10,178,136,justin_tucker_K
137,8,,1.11,13.06,Dak Prescott,127.5,13.08,QB,True,14.3,DAL,10,163,137,dak_prescott_QB
138,10,,7.12,13.11,Adrian Peterson,127.6,13.08,RB,True,14.6,WAS,10,202,138,adrian_peterson_RB
139,10,,9.05,13.06,Emmanuel Sanders,127.6,13.08,WR,True,11.3,DEN,10,154,139,emmanuel_sanders_WR
140,7,,8.07,13.06,James Washington,127.8,13.08,WR,True,14.1,PIT,10,125,140,james_washington_WR
141,12,,8.07,14.04,Kyle Rudolph,128.3,13.08,TE,True,17.0,MIN,10,24,141,kyle_rudolph_TE
142,12,,10.03,13.05,Vikings,129.3,13.09,DST,True,8.0,MIN,10,128,142,vikings_DST
143,7,,9.07,13.06,Donte Moncrief,129.6,13.10,WR,True,11.3,PIT,10,175,143,donte_moncrief_WR
144,12,,3.12,12.09,Harrison Butker,129.9,13.10,K,True,10.6,KC,10,127,144,harrison_butker_K
145,7,,8.03,13.07,Greg Olsen,131.2,14.01,TE,True,15.2,CAR,10,81,145,greg_olsen_TE
146,4,,7.12,13.06,Jimmy Garoppolo,131.4,14.01,QB,True,12.0,SF,10,145,146,jimmy_garoppolo_QB
147,7,,8.02,13.06,Peyton Barber,132.2,14.02,RB,True,14.8,TB,10,96,147,peyton_barber_RB
148,6,,8.11,13.06,Josh Allen,132.6,14.03,QB,True,11.8,BUF,10,87,148,josh_allen_QB
149,10,,7.08,13.06,Jordan Reed,132.7,14.03,TE,True,17.0,WAS,10,22,149,jordan_reed_TE
150,9,,10.11,12.09,Wil Lutz,133.3,14.03,K,True,4.8,NO,10,64,150,wil_lutz_K
151,11,,7.03,14.04,Jimmy Graham,133.7,14.04,TE,True,17.0,GB,10,63,151,jimmy_graham_TE
152,12,,9.02,13.06,Devin Singletary,133.9,14.04,RB,True,11.1,FA,10,79,152,devin_singletary_RB
153,6,,9.02,13.08,Parris Campbell,134.0,14.04,WR,True,11.6,IND,10,89,153,parris_campbell_WR
154,8,,9.10,13.06,Cowboys,134.4,14.04,DST,True,7.1,DAL,10,105,154,cowboys_DST
155,6,,9.09,14.01,Nyheim Hines,134.5,14.05,RB,True,12.6,IND,10,51,155,nyheim_hines_RB
156,6,,9.05,13.10,Anthony Miller,135.2,14.05,WR,True,12.2,CHI,10,60,156,anthony_miller_WR
157,12,,9.12,14.02,Justice Hill,135.3,14.05,RB,True,14.2,FA,10,26,157,justice_hill_RB
158,10,,4.09,13.06,Kaimi Fairbairn,136.5,14.06,K,True,10.0,HOU,10,101,158,kaimi_fairbairn_K
159,8,,9.08,13.06,Lamar Jackson,136.6,14.07,QB,True,11.1,BAL,10,75,159,lamar_jackson_QB
160,6,,8.11,13.06,Mitch Trubisky,136.8,14.07,QB,True,14.4,CHI,10,43,160,mitch_trubisky_QB
161,6,,9.11,13.06,Devin Funchess,138.5,14.08,WR,True,11.4,IND,10,22,161,devin_funchess_WR
162,10,,11.08,13.06,Stephen Gostkowski,138.6,14.09,K,True,4.1,NE,10,99,162,stephen_gostkowski_K
163,10,,10.02,13.06,Texans,138.7,14.09,DST,True,7.1,HOU,10,111,163,texans_DST
164,12,,10.03,14.04,Kirk Cousins,138.9,14.09,QB,True,10.1,MIN,10,100,164,kirk_cousins_QB
165,10,,11.01,13.06,Chris Thompson,139.2,14.09,RB,True,8.2,WAS,10,20,165,chris_thompson_RB
166,6,,10.03,13.06,Tyrell Williams,139.2,14.09,WR,True,9.5,OAK,10,53,166,tyrell_williams_WR
167,10,,10.05,13.06,Broncos,139.4,14.09,DST,True,8.1,DEN,10,80,167,broncos_DST
168,11,,10.10,13.06,Dion Lewis,139.4,14.09,RB,True,9.7,TEN,10,19,168,dion_lewis_RB
169,10,,10.11,13.07,Patriots,140.6,15.01,DST,True,8.9,NE,10,45,169,patriots_DST
170,10,,10.12,13.06,Eagles,140.6,15.01,DST,True,7.0,PHI,10,100,170,eagles_DST
171,9,,11.04,13.05,Saints,141.6,15.02,DST,True,6.1,NO,10,28,171,saints_DST
172,4,,11.10,13.06,Robbie Gould,142.4,15.02,K,True,4.4,SF,10,70,172,robbie_gould_K
173,9,,5.08,13.11,Giorgio Tavecchio,142.5,15.02,K,True,14.1,ATL,10,45,173,giorgio_tavecchio_K
174,10,,12.01,13.06,Jake Elliott,144.0,15.04,K,True,3.6,PHI,10,95,174,jake_elliott_K
175,6,,12.04,13.06,Adam Vinatieri,144.0,15.04,K,True,4.0,IND,10,30,175,adam_vinatieri_K
